,place_id,name,address,featured_image,reviews,main_category,categories,rating,reviews_per_rating,coordinates,most_popular_times
2232,ChIJN15Z7NM7Qi4RpAy3iz3K3oI,Es Kelapa Muda Pandawa 5,"Jl. Raya Mandalawangi No.16, Mandalasari, Kec. Kaduhejo, Kabupaten Pandeglang, Banten 42271",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ETgXJoxIqFRI7npnQNsHew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=53.285652&pitch=0&thumbfov=100,1,Kafe,"[""Kafe""]",4.0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 1, ""5"": 0}","{""latitude"": -6.332789399999999, ""longitude"": 106.05253259999999}",Not Present
2233,ChIJYSjMgpMXQi4RtbTxwIa75AM,Es Kelapa Muda Sekawan,"M5FQ+VM4, Jl. Raya Petir, Padasuka, Kec. Warunggunung, Kabupaten Lebak, Banten 42352",https://lh5.googleusercontent.com/p/AF1QipOcqdoCYcyUQPVHCieM-y8XblKyB9E-zMVT9zKi=w408-h306-k-no,1,Kedai Kopi,"[""Kedai Kopi""]",5.0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""latitude"": -6.3253707, ""longitude"": 106.1891934}",Not Present
2234,ChIJF6PT81wXQi4RxVxU6JhDhtc,Es Teh Bijot (poci),"Jl. Raya Rangkasbitung Pandeglang No.124, Kaduagung Tim., Kec. Cibadak, Kabupaten Lebak, Banten 42317",https://lh5.googleusercontent.com/p/AF1QipPQ49015SSPT7M7fepeQRs69NjieK50HPyo55Cq=w408-h544-k-no,1,Kedai Teh,"[""Kedai Teh""]",4.0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 1, ""5"": 0}","{""latitude"": -6.3463167, ""longitude"": 106.2405474}",Not Present
2235,ChIJkWyxbjAfQi4RWMwHjBY8-UE,Es Teh Nusantara Kp Gosali Pertelon,"Q6R4+3MH, Jl. Raya Petir Serang, Cimaung, Kec. Cikeusal, Kabupaten Serang, Banten 42175",https://lh5.googleusercontent.com/p/AF1QipOQ_C8NlZCwEXaRDfGrVH6tUr7_siHnQs1EaRRy=w408-h544-k-no,1,Kedai Kopi,"[""Kedai Kopi""]",5.0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""latitude"": -6.2098241, ""longitude"": 106.20670489999999}",Not Present
2237,ChIJTQzrVVYfQi4RFL-oc-TnjCI,Es Teh Poci Petir,"Q695+JCQ, Mekarbaru, Kec. Petir, Kabupaten Serang, Banten 42172",https://lh5.googleusercontent.com/p/AF1QipMuiUEtsWH516gXOdGY6c3vcN7ZBM8HOxdMj72t=w408-h544-k-no,1,Kedai Kopi,"[""Kedai Kopi""]",5.0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""latitude"": -6.2308593, ""longitude"": 106.2085039}","[{""hour_of_day"": 13, ""average_popularity"": 42.42857142857143, ""time_label"": ""13.00""}, {""hour_of_day"": 12, ""average_popularity"": 41.57142857142857, ""time_label"": ""12.00""}, {""hour_of_day"": 14, ""average_popularity"": 39.0, ""time_label"": ""14.00""}]"
2238,ChIJYZ_eMAAFQi4Rip9Vp1rwnIA,Es Teh Soeltan,"PCRR+23M, Jeungjing, Kec. Cisoka, Kabupaten Tangerang, Banten 15730",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ufy7v5Xvle5IpSjd-5r3vQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=117.25548&pitch=0&thumbfov=100,1,Kedai Kopi,"[""Kedai Kopi""]",5.0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""latitude"": -6.2599054999999995, ""longitude"": 106.440173}",Not Present
2239,ChIJC5QbBYfjaS4Rt__sfXSJsDM,Es Teh Solo Perum 1 Karawaci,"Jl. Cibodas Raya, Karawaci Baru, Kec. Karawaci, Kota Tangerang, Banten 15116",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XIm9JUm9w6mb-mNWBaBFSg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=255.98848&pitch=0&thumbfov=100,1,Kedai Kopi,"[""Kedai Kopi""]",4.0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 1, ""5"": 0}","{""latitude"": -6.2070292, ""longitude"": 106.6139803}",Not Present
2240,ChIJvToTQgAHQi4RDPyqnCbSgpc,Es capcin biang kerok,"MFWH+WF9, Jambe, Kec. Jambe, Kabupaten Tangerang, Banten",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_eetcYIPcKTqXgyr_rgmIQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=59.682434&pitch=0&thumbfov=100,1,Kedai Kopi,"[""Kedai Kopi""]",5.0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""latitude"": -6.3027013, ""longitude"": 106.4788087}",Not Present
2241,ChIJSZztvn6LQS4R6D9SX0L1O6E,Es fresmilk tentang kenagan,"Jl. Raya Taktakan No.3, Drangong, Kec. Serang, Kota Serang, Banten 42162",https://lh5.googleusercontent.com/p/AF1QipOsWK2k8gzeOHuWJzpjKpXCgbmvBqEe-mNOnUT4=w408-h725-k-no,1,Kedai Kopi,"[""Kedai Kopi""]",5.0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""latitude"": -6.113973499999999, ""longitude"": 106.1359904}","[{""hour_of_day"": 4, ""average_popularity"": 36.857142857142854, ""time_label"": ""04.00""}, {""hour_of_day"": 5, ""average_popularity"": 32.714285714285715, ""time_label"": ""05.00""}, {""hour_of_day"": 3, ""average_popularity"": 30.285714285714285, ""time_label"": ""03.00""}]"
2242,ChIJIRkYOvT_aS4RjwzgXIb1aHk,Es kelapa ( Basecamp RIMBA ),"QJV4+458, RT.002/RW.012, Cibodas Baru, Kec. Cibodas, Kota Tangerang, Banten 15138",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1g3cAW-eceVtw7hJvXEkYQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=282.39447&pitch=0&thumbfov=100,1,Kedai Kopi,"[""Kedai Kopi""]",5.0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""latitude"": -6.2072031999999995, ""longitude"": 106.6054604}",Not Present
